Region Tag,ID Number,Homelands,Subsistence Building,City,Port,Farm,Mine,Wood,Arable Land,Provinces,Traits,Arable Resources,Caped Resources,Naval Exit,Prime Land
STATE_ZAMBIA,252,cu:kavango_bantu cu:lunda cu:chewa,building_subsistence_farms,x28ECB2,,x55D19D,x79A426,x6FBDD5,60,x69FA4E xC1847A xCEF8D6 x7A1E23 x6D48F8 xA430E0 xC05572 x28FEA8 x8F9EE5 x8866AE xEBD5BC x0EB967 xDC956A x62BBF1 xA9339C x828F71 xA63EB3 x3F3C71 x79A426 xF9EA9A x04EE2A x4BCC5E x778391 x30DEE0 x036962 x84DDAA x1A3936 x0F41AA xD9353E x8D6CA6 x93D445 xDE6D00 x484D42 x42585D x01DAF2 x81481F xCF60FE xFB17EB x78FFDC x4E7E66 xCCB8E0 x8C26BF x4060F0 x7F247F xF4B66F x6F3B8C x8F6688 xD8DF07 x0FC828 x60E9CD xC29ED3 xDD006D x7DE1CA x4A5DD9 xC8E1C9 x87B33F x6D63E8 x48173A xB54AA9 x46BE86 x137E0F x931020 x9C721A x5A1BF2 x0D2021 x8BDDAB x6EBF71 x076DB2 xCC2E4C x19D221 xE24009 x1EE306 x71875F x55D19D xC5FD71 x38F842 x923EAF x339A57 x70FA3C x28ECB2 xD08043 xA02031 xE7EAB5 x23B4BE x887742 xA4660F x8D503A x361062 x1B9E38 x319C47 x5B459D xD79E7A x6FBDD5 x31BEE9 x7A1B83,state_trait_severe_malaria state_trait_zambezi_river,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_tobacco_plantations bg_sugar_plantations,bg_coal_mining=36 bg_lead_mining=33 bg_logging=17 bg_rubber=20,,
STATE_ZAMBEZIA,253,cu:sena cu:shona cu:lacustrine_bantu,building_subsistence_orchards,xA530D0,x65E3CE,x217D32,xD40AFF,x357FEE,70,x4065F0 x27EEEF x3F30D0 x19FC5A x30B0D0 x94943F xD40AFF x42453B x2E9622 x3F4206 x1B94D7 x74D030 xD3F0C6 xCA8CD6 x277F44 x217D32 x8D331C x30D099 xF2EC6F xA530D0 x357FEE x665190 x21A983 x90E090 x3D83F2 x598E16 xB7D0AC xE664C9 x2F3673 x85EFA4 x1425A8 x1A4B94 x0B2E9A x2AB129 x667225 xD7451D xFE2942 xF0ABE1 x6D2A22 x65E3CE xEA6076 xD03083 x71C576 x6EDE1E,state_trait_malaria state_trait_zambezi_river,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_dye_plantations bg_tea_plantations bg_tobacco_plantations bg_sugar_plantations bg_banana_plantations,bg_iron_mining=33 bg_fishing=6 bg_rubber=14,3107,
STATE_ZAMBEZI,254,cu:shona cu:nguni cu:lacustrine_bantu,building_subsistence_farms,x2A4E0D,,x24BDE2,x687096,x26F723,70,xEB2A0C xC5026F x86AC48 xA713CF x8BC875 x7C01BF x177BB7 xB04FCB x3F5B96 x1DDFC8 xCA6529 xFB6168 x2121F7 x717AEE x297680 x84FBAB x7E355F xAE5737 x6CFDCA x1C0736 x902111 x8AEE59 x397111 x8FA547 x540A1A xEEF770 x9E48A3 xC8D3A2 xFFC747 xCD5A23 xCFB732 xD09450 x41B56A xAF3E35 xE640D6 x4389FD x503447 x13126A xA265E8 xFDD3A8 x4339A9 xFF008C x90A011 x24BDE2 x9641D5 x8CFBA4 x479CCF x9EE89D x5DC4AA x72538D x9BC892 xC5B524 x2A4E0D x13D2E6 x3EC9D7 x1E71AD x6FD74E x115BA0 x26F723 x87A1D6 x3B335C x8C071E x3AF96A x4F5BA5 x6BA7ED xC7F1A1 xCC95E8 x7E3F56 x6CCC83 x9389EA x42B2AD x9E9DE0 x687096 x692FBD xA55697 xF75223 x261624 x75DD71 x28169C x0C1465,state_trait_severe_malaria state_trait_zambezi_river,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_tobacco_plantations bg_sugar_plantations bg_banana_plantations,bg_coal_mining=44 bg_logging=11 bg_rubber=16,,
STATE_NAMAQUALAND,255,cu:khoisan cu:tswana,building_subsistence_pastures,xAD1C61,x495827,xEC2F99,xB0C0D0,xE4DABE,30,x1FDB07 xCDCBC6 x071B9C x495827 x6D4B24 xA675EF xE0CFF7 x952547 xEC2F99 x3CEB63 xB4D966 xA4D764 xEE0812 xC80AD0 xE1E7FB x1CB738 xBA329D xF47B63 x9C401C xD65EC0 x461811 x8D6395 x90470A xAE08D3 xE6D4ED x7AC60C xB66BA7 x8947C8 xEAB4ED x21DD01 x53CC81 xB74897 xE1AA90 xB1A012 x14E0BE x8BFB79 x509BE4 x0110CC x76EB28 x2BF7F9 x8FA699 x79558D x078A45 x15D768 xB30706 xBA68AA x75A3C7 xB0C0D0 x945542 xBF1B94 xE4DABE xAD1C61 x7B1965 x153812 x30C050 x8031D0 xF0C050 x310FAB x941F1C xBEF6A8 x4CA340 xA7D909 xDEAA3C xB81EA9 x59895A,state_trait_severe_malaria,bg_livestock_ranches,bg_coal_mining=32 bg_logging=4 bg_fishing=7,3105,
STATE_HEREROLAND,256,cu:herero cu:khoisan cu:kavango_bantu,building_subsistence_pastures,x7AC3ED,xB04050,x944C62,x59AF4D,xC8BA9F,40,x7AC3ED x564386 x6D7765 x316161 xB0C050 x5901AF xE86D4B xED7D31 x9F987B x718AF3 xDD25A3 x6FE9F7 x8B2C03 x4FDB52 xF6513D xC0F73F x47C098 x59AF4D x86DA45 xCAF799 x0B876A x44827F x7D55B9 x944C62 x822432 xA5022A x5A60AE xB04050 x1904A5 x06E7E7 xBC1E8C x64E1B5 x5292C6 xA77A64 xDB8506 x3427F8 x0A43E7 xB1939F x7B118B x2AF92F x4CD75E x6B6B85 x52CD99 xB44E98 x0B7112 xC473EF x044063 xBE1120 x880037 xEFB6F7 xCE2A3D x5A4493 xDBAE1E xAF6FBF xD3A784 x3D9A9F x3C1493 x3B58C1 x229650 x59DF11 x847069 x57B67D x403D16 x5A22BC x6FBB94 x7089A0 x20AAA5 x30A6E6 x9E8D05 x4E7778 x565EB1 x7A982D xA5CD6D x162888 x9BAEE0 xAE2535 x607767 x06C424 x4236F1 x253319 x3B0BA0 xED8DCE x596D31 x84AACD x31C0D0 x05E02E xEF65BA xC8BA9F x239C9A xF75A35 xC6B2A3 x64D01D x94ED16 x04B63B x9E0E3A xAC7354 xEDB5D6 x8A73C1 x1ECD5B xF300F3 xA3E79D xF74B80 x561F11 x5C7F2F x307287,state_trait_severe_malaria,bg_livestock_ranches,bg_coal_mining=40 bg_logging=2 bg_fishing=6,3105,
STATE_ZULULAND,257,cu:south_bantu,building_subsistence_farms,x7ACC38,x279045,x88FAD4,xE1E455,x41C070,40,x3CED3D x3B4B19 x85695F x88FAD4 xF06050 x9E9742 xE1E455 x41C070 xB1F868 x279045 xB6892A xE882CE x6DB7E8 xBBCA32 x552449 x7ACC38 xCD31DB x1A084B xBFA16B xE0EB02 x8C39B6 x904EBE xDE0EDE xFF0EF1 xD121F1 xBE6FEE x11A090 xE1EAA4 x5B124F,state_trait_malaria,bg_millet_farms bg_livestock_ranches bg_cotton_plantations bg_tea_plantations bg_banana_plantations bg_vineyard_plantations,bg_coal_mining=72 bg_logging=11 bg_fishing=5,3106,
STATE_VRYSTAAT,258,cu:boer cu:sotho cu:nguni,building_subsistence_farms,x7BA736,,x9D6A16,x4F31B5,x83E266,40,x46FA9A xCEE3D2 xED7851 xFEA822 xFA9C37 x52B31E x589888 x4F31B5 x9D6A16 x6253E3 xCCC4D7 xF17D3D x5365DF x0A09B9 x8EF6E1 xF075D7 x373E53 xAAC657 x19AE59 xC5B1AF x83E266 x0DFB0C x75FA4B x739206 x1B784D x424E43 xF95B36 xB59D45 x56929D x7BA736,,bg_millet_farms bg_livestock_ranches bg_cotton_plantations bg_tea_plantations bg_banana_plantations bg_vineyard_plantations,bg_coal_mining=60 bg_iron_mining=30 bg_logging=7 bg_gold_mining=16,,
STATE_TRANSVAAL,259,cu:boer cu:sotho cu:nguni cu:tswana cu:zulu,building_subsistence_farms,x04FA29,,x50A011,xFF01F0,xCBC63D,50,x7E986B x927F5A x9A137B xD34CB1 x3A4578 x902190 x0591EA xBD0AEB xD02190 xFF97A1 x972FB2 xB19AFE x6C1786 x8BDC4D x1EFDDB xD9521C xDF169D xDC7726 xA84679 xA30505 xFF01F0 x3E338E xD72273 xC74943 x775CAE x4760DD xCAEAEB x50A011 x3DA2B5 x5C4C78 xF14024 x25A652 x8B4610 xAFDF6D xF52530 x8DF37C x91CA59 x3D3057 xB98B42 xC9D165 x336285 x3B06D4 x5078AD x04FA29 x6E419C x884936 x8CD439 x9EC141 xDABE56 xDB7D32 xD02011 x24A528 x7F6508 xD0A010 x7470A2 xBE553D xD022FF xCF2BAB x2917E2 x9037B0 x90A090 x73CDE8 xF7F196 xA8089A xCBC63D xA22DC2 x452304,state_trait_malaria state_trait_waterberg_coalfield,bg_millet_farms bg_livestock_ranches bg_cotton_plantations bg_tea_plantations bg_banana_plantations bg_vineyard_plantations,bg_coal_mining=104 bg_iron_mining=60 bg_logging=5 bg_gold_mining=12,,
STATE_EASTERN_CAPE,260,cu:xhosa cu:khoisan,building_subsistence_farms,xC84364,x8B9EB1,xA25B89,x8B9EB1,x3DB9B6,60,x91C345 x9DBF3E x6E36BF x23F468 xA25B89 xE60DC5 xAEA56B x910230 xC84364 xC57FEF x706050 x2A2EAD x678D6E xD8C05A xA66043 xFEA452 x8B9EB1 x7CEA40 xCA8474 xB0DFD0 x37E0C8 x527410 x3073EF xA3B602 xFBBD05 xB060CF x641309 x7524D4 xFC7DA6 x1A6FE4 x7F00DE x3DB9B6 x708ADB x2282A0 x3160D0 x30E0CF xCE073B x1CB5AB,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_tea_plantations bg_banana_plantations bg_vineyard_plantations,bg_coal_mining=56 bg_logging=9 bg_fishing=8,3106,
STATE_CAPE_COLONY,261,cu:boer cu:sotho cu:khoisan,building_subsistence_farms,x826376,x31E050,x5B12AF,xC95189,x43FDEA,50,xC400D3 x0EEAD6 x407453 x59D2D7 x6ABC89 x43FDEA x97EAD8 x964401 xB06050 xEF4150 x306050 x3D70BA xD13AD2 x026A9C x39A19A xA4187E x7543E0 xAF5637 xA885D9 x5B12AF x0C9F79 x8A5F5F xEF2B27 xD497D5 x86C29A x8C303E x4E1F70 x826376 xCA52E6 xE156BB x1F8B77 x31E050 x3560D3 xA18690 xC95189 x6C917D xC9BCA7 x55A52C x2392F9 xA6837D x0D23B6 x10CCF3 x60F62D,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_tea_plantations bg_vineyard_plantations,bg_logging=8 bg_fishing=10 bg_whaling=4,3105,
STATE_NORTHERN_CAPE,262,cu:boer cu:sotho cu:khoisan cu:tswana,building_subsistence_orchards,x3062F8,,x68B5E8,xEA45B9,x4AFDFD,40,x076518 x73BD7E xEF40CF xC4DD4E xCD6DBD x642DA4 x20F4FE x2A12BE x356B73 x68B5E8 xBD34EB x4D517F x1DDBFF xDE2166 xF153FA x8E325C xB0E050 x3062F8 x419127 x99DD72 xC3D77A x95F398 x6BE9A0 x8491F7 xDF76B4 x7F413D x8CB7F1 x0B12FC xD91514 x70C050 x20CAA7 xA0EE4B xD7C096 x7040D0 x1B5F95 x181A39 x934389 x798773 xEA45B9 xB38471 x61DACA x63A9DF x8BD3D6 xA494F8 xD0AEA4 x6CF2A2 x60DD97 x81E032 xB86E73 xA08E78 xD65167 x42E06B xBCEB7E x415FCE x42408D x455C0B xF764EA x467D89 xF86198 xBD4BDE x0214EF x03B0A7 xE03EC5 x967E57 x3EDB2D x047562 x41C0F0 x249AFA xB1E8B2 x61E8DD xCFE774 x085035 xB99A59 xE4925E x2CC006 xD69701 x4AFDFD x04C5AF x6702FF xC4A7CE x0847D0 xD355EF x9CB056 xD76CB9,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_tea_plantations,bg_iron_mining=33 bg_logging=2 bg_gold_mining=9,,
STATE_BOTSWANA,263,cu:tswana cu:herero cu:khoisan cu:nguni,building_subsistence_farms,x958940,,x4C8326,xA3BC0B,x8BAD21,40,x19C463 x3D4350 xBEEEE8 x958940 xD297E1 xD552F5 x2FE2E3 x7DE725 xD8ACEF x83A6B2 x44CA8D x246D93 x1DC5C0 x0CE0FB xB11821 x19247C x0CC806 x760E05 xFF8C04 x03C203 x05B2DE x0B6737 x26D55C xEA71CE x6001D0 xB0FE54 xC5B1D0 xEF0542 xBF54DA xDB264E xA77BC0 x17960C x1DD5DD x59431C xE225A2 x858909 x573D63 x71C0D0 x7B96B9 x911967 xC0E1AD xFC89C7 x0906CA x3CE6FF x3D52E8 x0DDFB8 x2578E8 x06D1B1 x3C20FD x306DC9 xCCEEA1 x1109D2 x158E45 x78A346 x19C97C xA8DF8B x902564 x054B00 x7DB4A4 x7D59A8 xABB3BC xA8ACE2 x0D58B5 x036F2B xB041D0 x15A746 xD15F17 xF94C98 x0C4D4C xA3BC0B x40B84D xDAF4AF xC820AA xDFBC7F xCA6EA0 x1745CC x832BB2 x8DD21F x698277 x167727 xAB3B20 xABDEAA x4C8326 x594654 xF0C0D0 x462BFC xB71BD8 x8BAD21 xBF4BD6 xC4A648 xDB6DB3 xB6F8AE xF311B5 x8B4085 x4401C5 x773A13 xF92485 x8C89B3 x38C967 x76FB79 x7FBDCE xD043BF xF335C3 x700CC8 xA522F8 x9FFC78 x128E49 x14CE63 x223C4F x8271F9 xDC9F54 x987179 x32C840 xD6F5C7 x1707CC xDF3B0C x5A7E71 xF4C429 xB1E75E xFFAA21 x925066 xB82E36 x3AE92B xA557D2 x31A92F x819206 x459352 x1BCFD6 x9F9C56,state_trait_severe_malaria,bg_millet_farms bg_livestock_ranches,bg_coal_mining=48 bg_logging=5,,
STATE_LOURENCO_MARQUES,264,cu:tonga cu:nguni cu:shona,building_subsistence_farms,x00BE56,x361897,x8DC2A9,x89F9FC,x0D2E92,80,x7A8148 x588497 x00BE56 xAAA76B x68F4FC x0D2E92 x89F9FC x93BF4B x3083D0 xBC9845 x6FB160 x8DC2A9 x17DAE2 xD07030 x1C2C65 xE4494C x31033A x51ECCC x71A3EA x72A8B7 xC41403 x1DAC75 x7E6D78 x7D5F16 x54CDC5 x3040D0 xBCE7FD x3F9512 x195AAF xBD1A31 x6E7B6C x4D5FD5 x361897 x778C50 x040DB6 xF67484 x963178 x61DA05 x6A3989 xB6C38B x77C219 x2C2C46,state_trait_malaria,bg_millet_farms bg_livestock_ranches bg_coffee_plantations bg_cotton_plantations bg_dye_plantations bg_tea_plantations bg_tobacco_plantations bg_sugar_plantations bg_banana_plantations,bg_coal_mining=40 bg_logging=9 bg_fishing=8 bg_rubber=16,3107,
STATE_DISTRICT_OF_COLUMBIA,265,cu:euro_american,building_subsistence_farms,x700080,x700080,x44578C,,,1,x700080 x44578C,,bg_maize_farms bg_livestock_ranches bg_cotton_plantations bg_tobacco_plantations,bg_fishing=1 bg_monuments=1,3067,
STATE_LOUISIANA,266,cu:euro_american cu:afro_american cu:cajun cu:afro_antillean,building_subsistence_farms,xC1273E,x9A7554,x18D465,xEE0FAA,x2BEBAE,120,x71BEC1 x39D7A2 xAC4818 xD658E7 x4FA3C4 x403095 xA4EE3C x18D465 xEE0FAA xC07080 x13B0C7 xBF79F5 x131940 xC62139 x68C793 x1BF244 x216122 x7EF4B8 x9E96B6 x371B1B x86BC13 xC1273E xC51912 x9A7554 x0CF7A4 x2BEBAE xEFB99C xC0F080,state_trait_mississippi_river,bg_rice_farms bg_livestock_ranches bg_cotton_plantations bg_tobacco_plantations bg_sugar_plantations,bg_coal_mining=24 bg_sulfur_mining=32 bg_logging=13 bg_fishing=12 bg_oil_extraction=10,3060,
STATE_NEW_YORK,267,cu:euro_american cu:north_amerindian,building_subsistence_farms,xE217B5,x377E55,x01D042,x9CC56A,xD534B1,120,x9484F3 x235E9F x1BAD55 x42D496 x300080 x9CC56A x05187E x260926 x73A16C x3CB274 x2CA754 xD534B1 xEDC7DA xDB0967 xA7B5FE x377E55 xE7BE2D xEC2EAA xB00080 x01D042 xBA53D0 x99CB10 x308000 x4B0747 x38C881 xFC18F1 xB08000 xA6BED5 xB343E6 x75F2A6 x70C080 xE217B5 x8C059D xFCF1BE x195B49,state_trait_niagara_falls state_trait_american_chestnuts state_trait_new_york_harbor,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_iron_mining=45 bg_logging=20 bg_whaling=5 bg_fishing=6 bg_monuments=1,3067,
STATE_VIRGINIA,268,cu:euro_american cu:afro_american,building_subsistence_farms,x056BA1,x40B0C0,x304080,x8D147E,xF47C46,180,x8E2B78 xAA8809 x355247 x304080 x90316A xF00080 x764809 xC070C0 x08C98C x4BD8B5 xF47C46 xC8ABE0 x7C5B12 x29E263 x95CEBC x79AC2A x50F06C x8D147E xB5B538 x40B0C0 x9D6816 x76D2B5 xF13564 x056BA1 x806B93 xB0C000 xC0B0C0 xBF8CE2,state_trait_appalachian_coal state_trait_american_chestnuts,bg_maize_farms bg_livestock_ranches bg_cotton_plantations bg_tobacco_plantations bg_vineyard_plantations,bg_coal_mining=60 bg_iron_mining=30 bg_logging=17 bg_fishing=8,3067,
